Time_DR1,Front_DR1,Back_DR1,Time__F1,Back_F1,Front_F1,Time_F2,Front_F2,Back_F2,Time_B1,Back_B1,Front_B1,Time_B2,Back_B2,Front_B2,Time_C1,Back_C1,Front_C1,Time_C2,Back_C2,Front_C2
,,,,,,257.467,46.59405518,56.50884628,256.4,45.52767563,55.52706909,256.133,41.17417526,54.1926384,254.6,47.80419922,49.40886688,256.467,48.43435669,50.11224365
,,,,,,257.601,46.5822525,56.46486282,256.466,45.33720779,55.42741776,256.333,41.16187668,54.20380783,254.667,47.97953415,49.16588974,256.6,48.25960541,50.15824127
,,,,,,257.734,46.6884346,56.56380463,256.6,45.56335831,55.46063995,256.4,41.11267471,54.10323334,254.8,48.02625275,49.22377777,256.733,48.16631317,50.16973877
,,,,,,257.867,46.67663956,56.40986633,256.666,45.45628357,55.52706909,256.533,41.22335052,54.09205246,254.934,47.93280029,49.22377777,256.8,48.22462845,50.15824127
,,,,,,257.934,46.61765671,56.49785233,256.8,45.34911728,55.41633987,256.733,41.1987648,54.23731995,255,48.01457596,49.28164673,257,48.36448288,50.25019455
,,,,,,258.067,46.75917816,56.72855759,256.866,45.34911728,55.659832,256.866,40.96495819,54.12558746,255.134,48.02625275,49.43198776,257.067,48.11964035,50.15824127
,,,,,,258.134,46.84166718,56.51984024,257,45.13453293,55.47171402,257,41.22335052,54.1144104,255.267,47.94448471,49.33948898,257.2,48.46928024,50.29614639
,,,,,,258.267,46.79453659,56.57479477,257.066,45.43247604,55.43849182,257.133,41.14957809,54.37128067,255.4,47.93280029,49.24692917,257.267,48.14297867,50.18123627
,,,,,,258.334,46.81810379,56.40986633,257.2,45.13453293,55.37202454,257.266,41.38305283,54.41590881,255.467,47.85097504,49.39730835,257.4,48.20130539,50.14674377
,,,,,,258.467,46.78275299,56.38786316,257.266,45.43247604,55.53813934,257.333,41.37077332,54.09205246,255.6,47.89773941,49.37418365,257.533,48.31787872,50.06623077
,,,,,,258.601,46.82988358,56.57479477,257.4,45.37294006,55.47171402,257.466,41.28479767,54.259655,255.667,47.87435913,49.30478668,257.6,48.21296692,50.08924103
,,,,,,258.667,46.97118378,56.70660019,257.533,45.4443779,55.46063995,257.6,41.27251053,54.22615051,255.8,48.03792953,49.35105515,257.733,48.22462845,50.23870468
,,,,,,258.867,46.95941544,56.6187439,257.733,45.24186707,55.44956589,257.666,41.24793243,54.44936752,255.934,47.95616913,49.23535538,257.867,48.20130539,50.04322052
,,,,,,258.934,46.82988358,56.62973022,257.8,45.30146408,55.58240128,257.8,41.24793243,54.39359665,256.067,48.00289536,49.27007294,257.933,48.35283279,50.11224365
,,,,,,259.067,46.91232681,56.44286728,257.933,45.26570892,55.31660843,257.866,41.38305283,54.33780289,256.134,47.93280029,49.30478668,258.067,48.29457474,50.19272995
,,,,,,259.134,46.98295212,56.58578491,258.066,45.4086647,55.53813934,258,41.37077332,54.1926384,256.267,47.97953415,49.24692917,258.133,48.20130539,50.06623077
,,,,,,259.267,46.91232681,56.73953629,258.2,45.18224716,55.34986115,258.133,41.45669174,54.22615051,256.4,48.01457596,49.18904877,258.267,48.37612915,50.16973877
,,,,,,259.334,46.98295212,56.59677124,258.266,45.28954697,55.48278809,258.199,41.06345367,54.33780289,256.534,47.93280029,49.10797119,258.4,48.39942551,50.12374496
,,,,,,259.534,46.82988358,56.66267776,258.4,45.30146408,55.43849182,258.333,41.30936813,54.23731995,256.6,47.94448471,49.20062637,258.533,48.31787872,50.3191185
,,,,,,259.601,46.81810379,56.77246094,258.533,45.32529449,55.29443741,258.466,41.23564148,54.1702919,256.734,47.90942764,49.37418365,258.667,48.31787872,50.23870468
,,,,,,259.734,46.93587112,56.65169525,258.6,45.31337738,55.43849182,258.6,41.28479767,54.1144104,256.8,47.99121475,49.35105515,258.733,48.20130539,50.23870468
,,,,,,259.867,47.00648499,56.73953629,258.733,45.31337738,55.61559296,258.666,41.05114746,54.22615051,256.934,47.94448471,49.25850296,258.867,48.28291702,49.97415924
,,,,,,260,46.78275299,56.68464279,258.8,45.24186707,55.58240128,258.8,41.39532852,54.05850601,257,47.72229767,49.33948898,259,48.21296692,50.14674377
,,,,,,260.067,46.90055084,56.55281448,258.933,45.4443779,55.46063995,258.933,41.0880661,54.1702919,257.134,47.81589508,49.18904877,259.067,48.22462845,50.13524628
,,,,,,260.201,46.86522293,56.73953629,259,45.46818542,55.56027222,259,41.24793243,54.32664108,257.267,48.04960632,49.35105515,259.2,48.48091888,50.12374496
,,,,,,260.334,46.81810379,56.65169525,259.2,45.28954697,55.40526199,259.133,41.30936813,54.27082062,257.4,47.72229767,49.31635284,259.333,48.25960541,50.0086937
,,,,,,260.401,46.85344315,56.6187439,259.266,45.33720779,55.38310242,259.199,41.11267471,54.1702919,257.467,47.80419922,49.30478668,259.4,48.36448288,50.08924103
,,,,,,260.534,46.92409897,56.67366028,259.4,45.37294006,55.44956589,259.333,41.18647003,54.15911865,257.6,47.78080368,49.39730835,259.533,48.21296692,49.97415924
,,,,,,260.667,46.88877869,56.79440689,259.533,45.46818542,55.32769394,259.466,41.14957809,54.24848938,257.667,47.99121475,49.27007294,259.6,48.30622864,50.03171158
,,,,,,260.734,47.00648499,56.76148605,259.6,45.32529449,55.62665558,259.6,41.03883743,54.12558746,257.867,47.86266708,49.30478668,259.733,48.20130539,50.0777359
,,,,,,260.867,46.93587112,56.60775757,259.733,45.36103058,55.63771439,259.666,41.12497711,54.04732513,257.934,47.93280029,49.22377777,259.8,48.32953262,50.04322052
,,,,,,261,46.94764328,56.71757889,259.866,45.43247604,55.56027222,259.8,41.05114746,54.21498108,258.067,47.81589508,49.29321671,259.933,48.20130539,50.16973877
,,,,,,261.067,46.79453659,56.65169525,259.933,45.5157814,55.659832,259.933,41.13727951,54.15911865,258.2,47.95616913,49.22377777,260.133,48.36448288,50.19272995
,,,,,,261.201,46.74738693,56.57479477,260.066,45.4086647,55.59346771,260,41.14957809,54.1926384,258.267,47.80419922,49.17746735,260.2,48.30622864,50.15824127
,,,,,,261.334,46.79453659,56.42086792,260.2,45.39675903,55.62665558,260.133,41.14957809,54.33780289,258.4,47.92111588,49.35105515,260.333,48.36448288,50.18123627
,,,,,,261.401,46.72380829,56.58578491,260.333,45.32529449,55.59346771,260.266,41.01421356,54.01377106,258.467,48.02625275,49.37418365,260.467,48.37612915,50.20422745
,,,,,,261.534,46.74738693,56.66267776,260.466,45.56335831,55.71511459,260.4,41.11267471,54.259655,258.6,47.99121475,49.28164673,260.533,48.38777924,50.06623077
,,,,,,261.667,46.93587112,56.64071274,260.6,45.43247604,55.54920578,260.466,40.9280014,54.34896469,258.667,47.88605118,49.42042542,260.667,48.18964005,50.08924103
,,,,,,261.801,47.01824951,56.69562149,260.733,45.25378799,55.63771439,260.6,41.10037231,54.18146515,258.867,48.08462906,49.21220398,260.733,48.25960541,49.99718094
,,,,,,261.867,46.91232681,56.83828735,260.866,45.37294006,55.58240128,260.666,41.38305283,54.12558746,259.067,48.02625275,49.385746,260.867,48.27126312,50.28466034
,,,,,,262,46.92409897,56.70660019,261,45.5157814,55.71511459,260.8,41.13727951,54.27082062,259.2,48.09630203,49.44354248,261,48.38777924,50.06623077
,,,,,,262.134,46.72380829,56.70660019,261.133,45.38484955,55.72616959,260.933,41.43215179,54.05850601,259.267,48.0612793,49.48976517,261.067,48.35283279,50.29614639
,,,,,,262.201,46.94764328,56.60775757,261.333,45.28954697,55.61559296,261.066,41.14957809,54.28198624,259.4,47.94448471,49.31635284,261.2,48.41106796,50.13524628
,,,,,,262.334,46.86522293,56.59677124,261.4,45.4443779,55.56027222,261.133,41.1987648,54.36012268,259.534,47.90942764,49.32792282,261.333,48.38777924,50.0086937
,,,,,,262.401,47.15935135,56.77246094,261.533,45.59903336,55.63771439,261.266,41.22335052,54.23731995,259.667,48.00289536,49.57061768,261.467,48.36448288,50.14674377
,,,,,,262.534,46.97118378,56.70660019,261.6,45.37294006,55.68194962,261.333,41.21105957,54.28198624,259.734,47.97953415,49.46665573,261.533,48.43435669,50.02020264
,,,,,,262.601,47.00648499,56.79440689,261.733,45.52767563,55.56027222,261.466,41.28479767,54.22615051,259.867,48.03792953,49.58216095,261.667,48.35283279,50.37652588
,,,,,,262.734,46.98295212,56.84925842,261.866,45.43247604,55.64877319,261.6,40.90335846,54.1144104,260,48.08462906,49.48976517,261.8,48.51583099,50.21572113
,,,,,,262.867,46.92409897,56.84925842,262,45.14646149,55.67089081,261.733,41.0265274,54.1926384,260.067,48.15464401,49.22377777,261.867,48.38777924,50.36504745
,,,,,,262.934,47.04177856,56.8273201,262.066,45.21802521,55.61559296,261.866,41.16187668,54.259655,260.2,48.14297867,49.39730835,262.067,48.42271423,50.28466034
,,,,,,263.134,46.98295212,56.71757889,262.2,45.36103058,55.81457138,261.933,41.21105957,54.28198624,260.334,48.01457596,49.40886688,262.133,48.34118271,50.15824127
,,,,,,263.201,46.94764328,56.68464279,262.333,45.37294006,55.48278809,262.066,41.21105957,54.31547928,260.4,48.18964005,49.50131989,262.333,48.46928024,50.19272995
,,,,,,263.334,47.1240921,56.70660019,262.4,45.27762985,55.67089081,262.133,41.44442368,54.29315186,260.534,48.00289536,49.29321671,262.467,48.39942551,50.23870468
,,,,,,263.467,47.13584518,56.80537796,262.6,45.49198532,55.81457138,262.266,41.39532852,54.47167206,260.667,48.08462906,49.37418365,262.6,48.36448288,50.27317047
,,,,,,263.601,47.17110443,56.58578491,262.666,45.34911728,55.74827576,262.4,41.27251053,54.33780289,260.734,48.04960632,49.57061768,262.667,48.49255753,50.19272995
,,,,,,263.667,46.75917816,56.58578491,262.8,45.5157814,55.61559296,262.466,41.39532852,54.40475464,260.867,48.0612793,49.44354248,262.8,48.36448288,50.06623077
,,,,,,263.801,46.88877869,56.67366028,262.933,45.5514679,55.49385834,262.666,41.24793243,54.41590881,260.934,48.00289536,49.40886688,262.867,48.41106796,49.99718094
,,,,,,263.934,46.93587112,56.77246094,263,45.43247604,55.58240128,262.733,41.18647003,54.30431747,261.067,48.10797119,49.43198776,263,48.48091888,50.14674377
,,,,,,264,46.81810379,56.81634903,263.133,45.45628357,55.7040596,262.866,41.14957809,54.33780289,261.134,47.89773941,49.54751968,263.067,48.37612915,50.29614639
,,,,,,264.134,47.06529999,56.78343201,263.2,45.25378799,55.77037811,262.933,41.1987648,54.33780289,261.267,48.15464401,49.58216095,263.2,48.39942551,50.15824127
,,,,,,264.201,47.08882141,56.80537796,263.333,45.27762985,55.659832,263.066,41.39532852,54.41590881,261.334,48.07295609,49.42042542,263.333,48.24794769,50.20422745
,,,,,,264.334,46.99472046,56.66267776,263.466,45.24186707,55.48278809,263.133,41.50576401,54.50511932,261.467,47.97953415,49.58216095,263.467,48.27126312,50.21572113
,,,,,,264.401,46.94764328,56.8273201,263.6,45.19417572,55.7040596,263.266,41.5915947,54.42706299,261.6,48.0612793,49.30478668,263.6,48.4576416,50.227211
,,,,,,264.534,47.05353928,56.78343201,263.666,45.31337738,55.54920578,263.4,41.64061356,54.31547928,261.667,48.00289536,49.44354248,263.733,48.35283279,50.23870468
,,,,,,264.601,46.81810379,56.77246094,263.8,45.31337738,55.64877319,263.533,41.43215179,54.47167206,261.8,47.87435913,49.46665573,263.8,48.27126312,50.29614639
,,,,,,264.734,46.85344315,56.68464279,263.933,45.52767563,55.79247665,263.6,41.45669174,54.59427261,261.867,47.95616913,49.27007294,263.933,48.24794769,50.227211
,,,,,,264.801,46.88877869,56.69562149,264,45.34911728,55.67089081,263.733,41.4198761,54.43821716,262,48.0612793,49.42042542,264.067,48.5739975,50.14674377
,,,,,,264.934,46.95941544,56.50884628,264.133,45.33720779,55.659832,263.8,41.56707764,54.38243866,262.067,48.03792953,49.54751968,264.133,48.38777924,50.10074234
,,,,,,265,47.05353928,56.71757889,264.2,45.25378799,55.58240128,263.933,41.37077332,54.43821716,262.2,48.03792953,49.54751968,264.267,48.50419617,50.33060074
,,,,,,265.201,46.85344315,56.6187439,264.333,45.46818542,55.75932693,264.066,41.45669174,54.63883209,262.334,47.97953415,49.40886688,264.4,48.72511292,50.13524628
,,,,,,265.267,47.01824951,56.73953629,264.466,45.36103058,55.62665558,264.199,41.4198761,54.48282242,262.4,48.00289536,49.48976517,264.467,48.52746582,50.3191185
,,,,,,265.467,46.97118378,56.69562149,264.6,45.46818542,55.64877319,264.333,41.40760422,54.48282242,262.6,47.93280029,49.31635284,264.6,48.37612915,50.0086937
,,,,,,265.601,46.98295212,56.84925842,264.666,45.30146408,55.56027222,264.4,41.5548172,54.32664108,262.667,48.16631317,49.31635284,264.667,48.36448288,50.19272995
,,,,,,265.734,47.11233521,56.92601395,264.8,45.46818542,55.67089081,264.533,41.53029251,54.47167206,262.8,48.09630203,49.35105515,264.8,48.42271423,50.18123627
,,,,,,265.801,47.03001404,56.83828735,264.866,45.22994614,55.60453033,264.666,41.48123169,54.51626587,262.934,48.02625275,49.42042542,264.867,48.4576416,50.3191185
,,,,,,265.934,47.00648499,56.92601395,265,45.4086647,55.80352402,264.733,41.38305283,54.50511932,263,47.90942764,49.36261749,265,48.51583099,50.18123627
,,,,,,266,47.03001404,56.72855759,265.133,45.4443779,55.63771439,264.866,41.46896362,54.38243866,263.134,48.03792953,49.46665573,265.067,48.48091888,50.26168442
,,,,,,266.134,47.24159622,56.90408707,265.266,45.52767563,55.78142548,265,41.4198761,54.49396896,263.2,48.08462906,49.32792282,265.2,48.31787872,50.08924103
,,,,,,266.267,47.05353928,56.91505051,265.4,45.37294006,55.77037811,265.066,41.1987648,54.42706299,263.334,47.99121475,49.39730835,265.333,48.51583099,50.15824127
,,,,,,266.334,46.99472046,56.81634903,265.466,45.43247604,55.77037811,265.199,41.32165146,54.47167206,263.467,48.00289536,49.45510101,265.4,48.4576416,50.14674377
,,,,,,266.467,47.18285751,56.98081589,265.6,45.5514679,55.94707108,265.333,41.43215179,54.32664108,263.6,47.99121475,49.385746,265.533,48.30622864,50.29614639
,,,,,,266.601,47.00648499,56.90408707,265.666,45.57525253,55.88083649,265.4,41.45669174,54.52741241,263.667,47.96785355,49.58216095,265.667,48.27126312,50.21572113
,,,,,,266.667,47.0770607,56.83828735,265.8,45.5157814,55.60453033,265.533,41.4198761,54.4605217,263.8,47.93280029,49.68603516,265.733,48.5739975,50.227211
,,,,,,266.801,46.87700272,56.95889664,265.933,45.5157814,55.63771439,265.6,41.60385132,54.30431747,263.934,47.82759094,49.5359726,265.867,48.31787872,50.19272995
,,,,,,266.867,47.03001404,56.93697739,266.066,45.37294006,55.56027222,265.733,41.44442368,54.48282242,264,48.00289536,49.5359726,266,48.44599915,50.27317047
,,,,,,267,46.94764328,56.88216019,266.133,45.34911728,56.01327515,265.866,41.5915947,54.63883209,264.134,47.94448471,49.47821045,266.067,48.37612915,50.25019455
,,,,,,267.067,47.11233521,56.83828735,266.266,45.48008347,55.86979294,266,41.53029251,54.44936752,264.267,48.03792953,49.57061768,266.2,48.48091888,50.3880043
,,,,,,267.267,47.10057831,56.83828735,266.4,45.39675903,55.77037811,266.066,41.67736435,54.57199097,264.4,48.02625275,49.33948898,266.333,48.55073547,50.23870468
,,,,,,267.401,47.13584518,56.69562149,266.466,45.56335831,55.79247665,266.199,41.50576401,54.41590881,264.467,47.99121475,49.42042542,266.4,48.41106796,50.25019455
,,,,,,267.467,47.01824951,56.93697739,266.6,45.38484955,55.81457138,266.266,41.39532852,54.43821716,264.6,47.99121475,49.40886688,266.533,48.41106796,50.19272995
,,,,,,267.601,47.15935135,56.92601395,266.733,45.67035294,55.74827576,266.4,41.45669174,54.48282242,264.667,47.96785355,49.5359726,266.6,48.6437645,50.25019455
,,,,,,267.734,47.11233521,56.91505051,266.8,45.52767563,55.78142548,266.466,41.46896362,54.37128067,264.8,48.08462906,49.66296005,266.733,48.58562851,50.41096115
,,,,,,267.867,47.04177856,56.88216019,266.933,45.5514679,55.92499542,266.6,41.44442368,54.38243866,264.934,47.92111588,49.48976517,266.867,48.39942551,50.21572113
,,,,,,267.934,47.15935135,56.93697739,267.066,45.52767563,55.91395569,266.666,41.49349594,54.43821716,265.067,47.94448471,49.51287079,266.933,48.38777924,50.37652588
,,,,,,268.067,47.1240921,57.01368713,267.133,45.42057037,55.88083649,266.8,41.49349594,54.32664108,265.134,48.08462906,49.63987732,267.067,48.42271423,50.26168442
,,,,,,268.201,47.06529999,56.80537796,267.266,45.48008347,55.93603516,266.866,41.5548172,54.36012268,265.267,48.00289536,49.58216095,267.2,48.56236649,50.47980499
,,,,,,268.334,47.01824951,57.06845474,267.4,45.5514679,55.85874939,267,41.54255295,54.6722374,265.334,48.02625275,49.42042542,267.267,48.60888672,50.37652588
,,,,,,268.534,47.01824951,56.94793701,267.533,45.36103058,55.85874939,267.133,41.4198761,54.5831337,265.467,47.95616913,49.58216095,267.4,48.49255753,50.227211
,,,,,,268.601,47.24159622,57.03559875,267.6,45.32529449,55.81457138,267.199,41.53029251,54.56084824,265.6,47.88605118,49.58216095,267.467,48.5739975,50.3880043
,,,,,,268.734,47.20635605,56.95889664,267.733,45.43247604,55.95810699,267.333,41.60385132,54.60541534,265.667,48.02625275,49.37418365,267.6,48.52746582,50.33060074
,,,,,,268.867,47.17110443,56.83828735,267.866,45.39675903,55.99121094,267.466,41.51802826,54.50511932,265.8,47.88605118,49.59370804,267.667,48.67863464,50.33060074
,,,,,,269,47.10057831,57.01368713,267.933,45.4086647,55.88083649,267.533,41.60385132,54.72790146,265.867,48.00289536,49.63987732,267.8,48.53910065,50.33060074
,,,,,,269.067,47.1240921,56.87119293,268.066,45.31337738,55.90291595,267.666,41.65286636,54.52741241,266,48.13130951,49.42042542,267.867,48.6437645,50.3880043
,,,,,,269.201,47.20635605,56.90408707,268.2,45.45628357,55.90291595,267.733,41.64061356,54.53855896,266.067,48.14297867,49.62833786,268,48.52746582,50.33060074
,,,,,,269.267,47.28856659,56.93697739,268.266,45.42057037,55.84770584,267.866,41.57933426,54.63883209,266.267,48.02625275,49.57061768,268.133,48.35283279,50.36504745
,,,,,,269.401,47.03001404,56.95889664,268.4,45.4086647,55.75932693,268,41.5548172,54.66110229,266.4,48.01457596,49.48976517,268.2,48.50419617,50.45685959
,,,,,,269.534,47.18285751,56.84925842,268.466,45.37294006,55.93603516,268.133,41.45669174,54.38243866,266.467,48.15464401,49.48976517,268.333,48.42271423,50.30763245
,,,,,,269.601,47.26508331,56.95889664,268.6,45.43247604,55.95810699,268.199,41.23564148,54.57199097,266.6,48.04960632,49.48976517,268.467,48.46928024,50.35356522
,,,,,,269.734,47.11233521,56.93697739,268.733,45.45628357,55.80352402,268.333,41.46896362,54.61655426,266.667,48.07295609,49.58216095,268.667,48.59725571,50.47980499
,,,,,,269.867,47.03001404,56.83828735,268.866,45.37294006,56.01327515,268.466,41.5548172,54.49396896,266.8,47.93280029,49.54751968,268.733,48.52746582,50.49127579
,,,,,,269.934,47.14759827,56.80537796,268.933,45.56335831,55.94707108,268.533,41.5548172,54.43821716,266.867,47.97953415,49.65142059,268.867,48.38777924,50.27317047
,,,,,,270.067,47.13584518,56.8273201,269.066,45.4443779,55.90291595,268.666,41.53029251,54.49396896,267,47.89773941,49.44354248,268.933,48.48091888,50.43391037
,,,,,,270.201,47.18285751,56.79440689,269.2,45.61092377,55.95810699,268.8,41.53029251,54.48282242,267.067,48.20130539,49.50131989,269.067,48.50419617,50.44538498
,,,,,,270.267,47.38246536,56.84925842,269.266,45.39675903,56.00224304,268.933,41.4198761,54.5831337,267.2,47.96785355,49.6744957,269.133,48.43435669,50.3880043
,,,,,,270.467,47.19460678,56.88216019,269.4,45.5514679,55.88083649,269,41.54255295,54.7612915,267.334,48.17797852,49.68603516,269.267,48.59725571,50.30763245
,,,,,,270.534,47.18285751,56.92601395,269.533,45.43247604,56.00224304,269.133,41.5915947,54.53855896,267.4,47.95616913,49.55906677,269.333,48.46928024,50.35356522
,,,,,,270.667,47.17110443,56.98081589,269.6,45.50388336,55.80352402,269.199,41.49349594,54.72790146,267.534,48.14297867,49.55906677,269.467,48.50419617,50.41096115
,,,,,,270.801,47.15935135,56.70660019,269.733,45.43247604,55.91395569,269.333,41.53029251,54.57199097,267.6,48.25960541,49.62833786,269.533,48.55073547,50.39948273
,,,,,,270.934,47.13584518,56.79440689,269.866,45.46818542,56.14559174,269.466,41.66511536,54.66110229,267.734,48.02625275,49.61679459,269.667,48.50419617,50.15824127
,,,,,,271,47.19460678,56.75051117,269.933,45.56335831,56.00224304,269.533,41.44442368,54.6945076,267.867,48.11964035,49.61679459,269.8,48.49255753,50.43391037
,,,,,,271.134,47.14759827,56.91505051,270.066,45.45628357,55.99121094,269.733,41.56707764,54.52741241,267.934,47.96785355,49.47821045,269.867,48.5739975,50.49127579
,,,,,,271.201,47.03001404,56.94793701,270.133,45.61092377,55.75932693,269.8,41.50576401,54.64996719,268.067,48.20130539,49.68603516,270,48.65538788,50.35356522
,,,,,,271.334,47.27682495,56.8273201,270.266,45.34911728,56.02430725,269.933,41.50576401,54.71677017,268.134,48.15464401,49.72064209,270.133,48.4576416,50.3191185
,,,,,,271.401,47.11233521,56.91505051,270.333,45.49198532,56.03533554,270,41.5915947,54.61655426,268.334,48.21296692,49.70910645,270.2,48.49255753,50.39948273
,,,,,,271.534,47.10057831,57.00273132,270.533,45.62281036,56.20069122,270.133,41.45669174,54.7612915,268.534,48.30622864,49.72064209,270.333,48.65538788,50.41096115
,,,,,,271.667,47.28856659,56.89312363,270.6,45.74163055,56.04636765,270.199,41.54255295,54.48282242,268.6,48.29457474,49.83593369,270.467,48.56236649,50.39948273
,,,,,,271.734,47.1240921,56.90408707,270.733,45.67035294,55.98017502,270.4,41.5915947,54.47167206,268.734,48.24794769,49.73217392,270.533,48.30622864,50.28466034
,,,,,,271.867,47.10057831,56.84925842,270.866,45.81287384,56.06842422,270.466,41.40760422,54.47167206,268.8,48.37612915,49.74370575,270.667,48.44599915,50.3880043
,,,,,,271.934,47.31204605,56.77246094,270.933,45.53957367,56.12355042,270.6,41.37077332,54.57199097,268.934,48.42271423,49.61679459,270.8,48.36448288,50.46833038
,,,,,,272.134,47.1240921,56.93697739,271.066,45.70599747,56.01327515,270.733,41.54255295,54.6722374,269,48.17797852,49.6975708,270.867,48.4576416,50.30763245
,,,,,,272.201,47.2181015,56.88216019,271.133,45.68223572,55.95810699,270.8,41.64061356,54.42706299,269.134,48.14297867,49.6975708,271,48.49255753,50.29614639
,,,,,,272.334,47.13584518,56.87119293,271.266,45.67035294,56.0794487,270.933,41.60385132,54.64996719,269.2,48.0612793,49.70910645,271.133,48.49255753,50.42243576
,,,,,,272.467,47.28856659,57.06845474,271.333,45.52767563,56.11252594,271,41.50576401,54.36012268,269.334,48.09630203,49.72064209,271.2,48.51583099,50.18123627
,,,,,,272.601,47.15935135,56.90408707,271.466,45.59903336,56.11252594,271.133,41.5915947,54.63883209,269.4,48.09630203,49.75523758,271.333,48.56236649,50.43391037
,,,,,,272.667,47.05353928,56.73953629,271.6,45.45628357,56.11252594,271.266,41.46896362,54.59427261,269.534,48.03792953,49.68603516,271.467,48.75996399,50.47980499
,,,,,,272.801,47.24159622,56.69562149,271.666,45.4086647,56.16763306,271.333,41.5915947,54.73903275,,,,271.533,48.4576416,50.33060074
,,,,,,272.934,47.15935135,56.72855759,271.8,45.68223572,56.26677704,271.466,41.48123169,54.73903275,,,,271.667,48.32953262,50.45685959
,,,,,,273,47.19460678,56.83828735,271.866,45.52767563,56.01327515,271.6,41.50576401,54.50511932,,,,271.733,48.31787872,50.51421356
,,,,,,273.134,47.25333786,57.02464294,272.066,45.57525253,56.18967438,271.666,41.48123169,54.61655426,,,,271.867,48.4576416,50.5486145
,,,,,,273.267,47.18285751,56.93697739,272.2,45.48008347,56.01327515,271.8,41.56707764,54.62769318,,,,271.933,48.42271423,50.227211
,,,,,,273.334,47.10057831,56.75051117,272.333,45.57525253,56.10150146,271.933,41.66511536,54.64996719,,,,272.067,48.67863464,50.34208298
,,,,,,273.467,47.10057831,57.00273132,272.4,45.38484955,55.98017502,272.066,41.46896362,54.48282242,,,,272.2,48.53910065,50.57154083
,,,,,,273.601,47.37073135,56.92601395,272.533,45.56335831,56.06842422,272.199,41.65286636,54.78354263,,,,272.267,48.74834824,50.49127579
,,,,,,273.667,47.15935135,57.03559875,272.666,45.28954697,56.0794487,272.266,41.4198761,54.71677017,,,,272.467,48.59725571,50.35356522
,,,,,,273.801,47.2181015,56.76148605,272.733,45.56335831,55.99121094,272.4,41.66511536,54.73903275,,,,272.533,48.49255753,50.65176392
,,,,,,273.867,47.19460678,56.89312363,272.866,45.52767563,56.13457108,272.466,41.61610413,54.63883209,,,,272.667,48.75996399,50.45685959
,,,,,,274,47.19460678,56.94793701,273,45.62281036,56.15661621,272.6,41.61610413,54.75016022,,,,272.733,48.69025803,50.227211
,,,,,,274.067,47.14759827,56.95889664,273.133,45.63469696,56.01327515,272.733,41.48123169,54.61655426,,,,272.867,48.63214111,50.36504745
,,,,,,274.201,47.27682495,56.86022568,273.2,45.42057037,55.96914291,272.866,41.48123169,54.7612915,,,,272.933,48.49255753,50.44538498
,,,,,,274.334,47.17110443,56.92601395,273.333,45.5157814,56.12355042,272.933,41.56707764,54.78354263,,,,273.067,48.43435669,50.59446716
,,,,,,274.467,47.2181015,56.88216019,273.4,45.68223572,56.05739594,273.066,41.48123169,54.64996719,,,,273.267,48.60888672,50.46833038
,,,,,,274.601,47.13584518,56.94793701,273.533,45.59903336,56.04636765,273.199,41.70186234,54.6722374,,,,273.467,48.58562851,50.36504745
,,,,,,274.667,47.06529999,57.00273132,273.666,45.57525253,56.20069122,273.266,41.51802826,54.70563889,,,,273.6,48.62051392,50.43391037
,,,,,,274.801,47.15935135,56.88216019,273.8,45.5514679,56.15661621,273.4,41.70186234,54.77241898,,,,273.667,48.49255753,50.57154083
,,,,,,274.934,47.22985077,56.90408707,273.933,45.50388336,56.00224304,273.533,41.53029251,54.50511932,,,,273.8,48.60888672,50.47980499
,,,,,,275,47.19460678,57.00273132,274,45.59903336,56.14559174,273.666,41.50576401,54.70563889,,,,273.867,48.56236649,50.49127579
,,,,,,275.134,47.17110443,57.19981766,274.133,45.65846634,56.23373795,273.733,41.72635269,54.71677017,,,,274,48.66701126,50.45685959
,,,,,,275.267,47.27682495,56.99177551,274.266,45.53957367,56.05739594,273.866,41.50576401,54.72790146,,,,274.067,48.46928024,50.29614639
,,,,,,275.334,47.17110443,56.87119293,274.333,45.69411469,56.04636765,273.933,41.61610413,54.62769318,,,,274.2,48.71349716,50.42243576
,,,,,,275.467,47.24159622,56.93697739,274.466,45.5514679,56.13457108,274.066,41.71410751,54.81691742,,,,274.267,48.38777924,50.35356522
,,,,,,275.601,47.25333786,56.88216019,274.6,45.56335831,56.09047699,274.199,41.73859787,54.89476395,,,,274.4,48.59725571,50.51421356
,,,,,,275.667,47.31204605,56.72855759,274.666,45.50388336,56.09047699,274.266,41.78755951,54.61655426,,,,274.533,48.55073547,50.49127579
,,,,,,275.801,47.17110443,56.87119293,274.8,45.65846634,56.20069122,274.4,41.67736435,54.7946701,,,,274.6,48.43435669,50.47980499
,,,,,,275.867,47.15935135,56.86022568,274.866,45.45628357,56.0794487,274.533,41.60385132,54.77241898,,,,,,
,,,,,,276,47.37073135,56.90408707,275,45.56335831,56.32183075,274.6,41.68961334,54.73903275,,,,,,
,,,,,,276.201,47.18285751,56.99177551,275.066,45.56335831,56.16763306,274.733,41.68961334,54.80579376,,,,,,
,,,,,,276.267,47.15935135,56.94793701,275.2,45.62281036,56.12355042,274.866,41.65286636,54.81691742,,,,,,
,,,,,,276.401,47.22985077,56.92601395,275.266,45.56335831,56.14559174,275,41.73859787,54.95034027,,,,,,
